diagonal_blocks/0/block/0,diagonal_blocks/0/block/1,diagonal_blocks/0/block/2,diagonal_blocks/0/block/3,diagonal_blocks/0/block/4,diagonal_blocks/0/block/5,diagonal_blocks/0/block/6,diagonal_blocks/0/block/7,diagonal_blocks/0/block/8,diagonal_blocks/0/block/9,diagonal_blocks/0/block/10,diagonal_blocks/0/block/11,diagonal_blocks/0/block/12,diagonal_blocks/0/block/13,diagonal_blocks/0/block/14,diagonal_blocks/0/block/15,diagonal_blocks/0/block/16,diagonal_blocks/0/block/17,diagonal_blocks/0/block/18,diagonal_blocks/0/block/19,diagonal_blocks/0/block/20,diagonal_blocks/0/block_idx,linear_iterations,newton_iteration,newton_residual/angular,newton_residual/linear,preconditioner,rhs/0,rhs/1,rhs/2,rhs/3,rhs/4,rhs/5,solution/0,solution/1,solution/2,solution/3,solution/4,solution/5,stage,status,system_size,relative_residuals/0,relative_residuals/1,relative_residuals/2,relative_residuals/3,relative_residuals/4
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499213,1.476615,0,0,0,-0.2335935,0.4414717,9.656097,0,0,1,1.17166e-12,2.842171e-14,100,0,0,-1.627335e-13,8.585072e-12,3.404924e-13,-4.346567e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499213,1.476615,0,0,0,-0.2335935,0.4414717,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.441471,9.656097,0,0,0,5.061744e-9,0.000001185692,100,-0.000001819111,-0.000006103516,0.000002350938,3.748852e-8,-1.629308e-11,2.898202e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.441471,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499203,1.476615,0,0,0,-0.2335935,0.4414704,9.656097,0,0,0,5.061744e-9,0.000001185692,100,-0.000001819111,-0.000006103516,0.000002350938,3.748852e-8,-1.629996e-11,2.898202e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499203,1.476615,0,0,0,-0.2335935,0.4414704,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499198,1.476614,0,0,0,-0.2335935,0.4414697,9.656097,0,0,0,0.000005582739,0.000001185692,100,-0.000001819111,-0.000006103516,0.000002350938,0.00004135252,-3.670243e-8,0.00003195849,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499198,1.476614,0,0,0,-0.2335935,0.4414697,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,4,0,0.00001339536,0.000001185692,100,-0.000001819111,-0.000006103516,0.000002350938,0.0000992222,-8.80882e-8,0.00007668196,-3.177111e-7,-0.000001065991,4.105957e-7,0.00001059411,1.171818e-11,0.000008197584,velocity,Success,6,1,0.02099495,0.0004973344,0.00006494656,5.604813e-9
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,0,1,5.699801e-13,2.842171e-14,100,-1.627335e-13,0,0,-4.22102e-12,-3.482855e-13,-4.547643e-14,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414699,9.656097,0,0,0,6.385291e-9,0.000001172105,100,0.000001707589,0.000006103516,-0.000002206806,-4.72941e-8,3.002254e-11,-3.655652e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414699,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499206,1.476615,0,0,0,-0.2335935,0.4414707,9.656097,0,0,0,0.000004395318,0.000001172105,100,0.000001707589,0.000006103516,-0.000002206806,-0.00003255703,2.889703e-8,-0.00002516108,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499206,1.476615,0,0,0,-0.2335935,0.4414707,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499213,1.476615,0,0,0,-0.2335935,0.4414715,9.656097,0,4,0,0.00001270664,0.000001172105,100,0.000001707589,0.000006103516,-0.000002206806,-0.00009412073,8.356278e-8,-0.00007273938,2.982336e-7,0.000001065991,-3.854229e-7,-0.00001004942,-8.676615e-12,-0.000007776107,velocity,Success,6,1,0.02187457,0.0004973073,0.00006492271,5.677996e-9
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499213,1.476615,0,0,0,-0.2335935,0.4414715,9.656097,0,0,1,6.439185e-13,1.171857e-13,100,0,-6.50934e-13,1.627335e-13,4.436201e-12,-3.122472e-13,-4.483068e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499213,1.476615,0,0,0,-0.2335935,0.4414715,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499208,1.476615,0,0,0,-0.2335935,0.441471,9.656097,0,0,0,4.473267e-9,0.000001161951,100,-0.000001620151,-0.000006103516,0.000002093803,3.313338e-8,-2.014844e-11,2.56085e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499208,1.476615,0,0,0,-0.2335935,0.441471,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499204,1.476615,0,0,0,-0.2335935,0.4414704,9.656097,0,0,0,4.473267e-9,0.000001161951,100,-0.000001620151,-0.000006103516,0.000002093803,3.313338e-8,-2.015399e-11,2.56085e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499204,1.476615,0,0,0,-0.2335935,0.4414704,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414698,9.656097,0,0,0,0.000004911364,0.000001161951,100,-0.000001620151,-0.000006103516,0.000002093803,0.00003637951,-3.229502e-8,0.00002811517,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414698,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499195,1.476614,0,0,0,-0.2335935,0.4414692,9.656097,0,4,0,0.0000118026,0.000001161951,100,-0.000001620151,-0.000006103516,0.000002093803,0.00008742435,-7.762219e-8,0.00006756416,-2.829624e-7,-0.000001065991,3.656867e-7,0.000009334435,6.042722e-12,0.000007222858,velocity,Success,6,1,0.02333761,0.0004973789,0.00006489491,3.325698e-9
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499195,1.476614,0,0,0,-0.2335935,0.4414692,9.656097,0,0,1,1.068129e-12,0,100,0,0,0,8.674331e-12,-3.616398e-14,-4.459179e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499195,1.476614,0,0,0,-0.2335935,0.4414692,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.34992,1.476615,0,0,0,-0.2335935,0.44147,9.656097,0,0,0,5.612852e-9,0.000001149185,100,0.000001504209,0.000006103516,-0.000001943965,-4.157578e-8,3.154565e-11,-3.213053e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.34992,1.476615,0,0,0,-0.2335935,0.44147,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499206,1.476615,0,0,0,-0.2335935,0.4414707,9.656097,0,0,0,5.612852e-9,0.000001149185,100,0.000001504209,0.000006103516,-0.000001943965,-4.157578e-8,3.153955e-11,-3.213053e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499206,1.476615,0,0,0,-0.2335935,0.4414707,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499211,1.476615,0,0,0,-0.2335935,0.4414714,9.656097,0,0,0,0.000007050365,0.000001149185,100,0.000001504209,0.000006103516,-0.000001943965,-0.00005222354,4.636763e-8,-0.00004035992,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499211,1.476615,0,0,0,-0.2335935,0.4414714,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499217,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,4,0,0.0000162151,0.000001149185,100,0.000001504209,0.000006103516,-0.000001943965,-0.0001201086,1.066487e-7,-0.00009282357,2.627129e-7,0.000001065991,-3.395171e-7,-0.00001282419,-3.58602e-12,-0.000009923182,velocity,Success,6,1,0.01682715,0.0004972344,0.00006492719,1.090025e-8
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499217,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,0,1,4.867192e-13,1.136868e-13,100,0,-6.50934e-13,0,4.551638e-14,5.542685e-14,-4.314491e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499217,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.4414711,9.656097,0,0,0,8.243685e-9,0.000001540395,100,-0.000002080842,-0.000008138021,0.000002689173,6.106145e-8,-5.089729e-11,4.719271e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.4414711,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.34992,1.476615,0,0,0,-0.2335935,0.44147,9.656097,0,0,0,0.000005906006,0.000001540395,100,-0.000002080842,-0.000008138021,0.000002689173,0.00004374703,-3.884304e-8,0.00003380902,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.34992,1.476615,0,0,0,-0.2335935,0.44147,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499192,1.476614,0,0,0,-0.2335935,0.441469,9.656097,0,4,0,0.00001677144,0.000001540395,100,-0.000002080842,-0.000008138021,0.000002689173,0.0001242296,-1.103094e-7,0.00009600838,-3.63423e-7,-0.000001421321,4.69669e-7,0.00001326419,2.652101e-12,0.00001026365,velocity,Success,6,1,0.02178089,0.0004973639,0.00006488101,1.05766e-8
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499192,1.476614,0,0,0,-0.2335935,0.441469,9.656097,0,0,1,1.747539e-12,1.205831e-13,100,1.627335e-13,6.50934e-13,1.627335e-13,-1.302468e-11,-1.389028e-14,8.83393e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499192,1.476614,0,0,0,-0.2335935,0.441469,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499198,1.476614,0,0,0,-0.2335935,0.4414697,9.656097,0,0,0,6.08803e-9,0.000001547192,100,0.000002141855,0.000008138021,-0.000002768021,-4.509421e-8,3.671974e-11,-3.485242e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499198,1.476614,0,0,0,-0.2335935,0.4414697,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499205,1.476615,0,0,0,-0.2335935,0.4414705,9.656097,0,0,0,6.08803e-9,0.000001547192,100,0.000002141855,0.000008138021,-0.000002768021,-4.509421e-8,3.671219e-11,-3.485242e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499205,1.476615,0,0,0,-0.2335935,0.4414705,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.349921,1.476615,0,0,0,-0.2335935,0.4414713,9.656097,0,0,0,0.000006796695,0.000001547192,100,0.000002141855,0.000008138021,-0.000002768021,-0.00005034458,4.470348e-8,-0.00003890776,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.349921,1.476615,0,0,0,-0.2335935,0.4414713,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499216,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,4,0,0.00001624139,0.000001547192,100,0.000002141855,0.000008138021,-0.000002768021,-0.0001203034,1.068265e-7,-0.00009297401,3.740789e-7,0.000001421321,-4.834401e-7,-0.00001284498,-2.287059e-12,-0.000009939266,velocity,Success,6,1,0.02258648,0.0004973576,0.00006487372,6.93683e-9
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499216,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,0,1,1.887281e-12,1.271058e-13,100,0,-6.50934e-13,3.25467e-13,-1.718352e-11,1.179755e-13,-4.061186e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499216,1.476615,0,0,0,-0.2335935,0.4414721,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.4414711,9.656097,0,0,0,7.791161e-9,0.000001539386,100,-0.000002071654,-0.000008138021,0.000002677299,5.77098e-8,-4.890577e-11,4.460185e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499209,1.476615,0,0,0,-0.2335935,0.4414711,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499201,1.476615,0,0,0,-0.2335935,0.4414701,9.656097,0,0,0,0.000005384869,0.000001539386,100,-0.000002071654,-0.000008138021,0.000002677299,0.00003988687,-3.541709e-8,0.00003082575,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499201,1.476615,0,0,0,-0.2335935,0.4414701,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,4,0,0.0000155386,0.000001539386,100,-0.000002071654,-0.000008138021,0.000002677299,0.0001150977,-1.022054e-7,0.0000889509,-3.618182e-7,-0.000001421321,4.675952e-7,0.00001228917,1.823874e-12,0.000009509179,velocity,Success,6,1,0.02348366,0.0004972888,0.0000648639,1.404189e-8
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,0,1,2.285488e-12,6.355288e-14,100,-3.25467e-13,0,1.627335e-13,-1.760274e-11,8.969764e-13,1.349597e-11,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499193,1.476614,0,0,0,-0.2335935,0.4414691,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414698,9.656097,0,0,0,5.487693e-9,0.000001529696,100,0.000001981566,0.000008138021,-0.000002560874,-4.064801e-8,3.387002e-11,-3.141501e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499199,1.476615,0,0,0,-0.2335935,0.4414698,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499204,1.476615,0,0,0,-0.2335935,0.4414705,9.656097,0,0,0,5.487694e-9,0.000001529696,100,0.000001981566,0.000008138021,-0.000002560874,-4.064801e-8,3.386436e-11,-3.141501e-8,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499204,1.476615,0,0,0,-0.2335935,0.4414705,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.349921,1.476615,0,0,0,-0.2335935,0.4414712,9.656097,0,0,0,0.000006035868,0.000001529696,100,0.000001981566,0.000008138021,-0.000002560874,-0.00004470898,3.970126e-8,-0.00003455238,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.349921,1.476615,0,0,0,-0.2335935,0.4414712,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499215,1.476615,0,0,0,-0.2335935,0.4414719,9.656097,0,4,0,0.00001449617,0.000001529696,100,0.000001981566,0.000008138021,-0.000002560874,-0.0001073763,9.535279e-8,-0.00008298348,3.460842e-7,0.000001421321,-4.472615e-7,-0.00001146474,-1.30429e-12,-0.00000887124,velocity,Success,6,1,0.0250042,0.0004973368,0.00006484723,7.117583e-9
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499215,1.476615,0,0,0,-0.2335935,0.4414719,9.656097,0,0,1,5.383304e-13,4.019437e-14,100,1.627335e-13,0,-1.627335e-13,-5.411815e-15,-2.246622e-13,4.263894e-12,0,0,0,0,0,0,velocity,Incomplete,6,,,,,
5.725676,0,5.725676,0,0,5.725676,0,0,0,9.546539,0,0,0,-0.3499215,1.476615,0,0,0,-0.2335935,0.4414719,9.656097,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,position,Incomplete,6,,,,,
